gene	plot_type	plot_subtype
MARKps29	Other	Kinase
MARKps30	Other	Kinase
MARS	Oncogene	Other Oncogene
MARS1	Oncogene	Other Oncogene
MARVELD1	Tumor Suppressor	Other Tumor Suppressor
MAS1	Oncogene	Other Oncogene
MAST1	Other	Kinase
MAST2	Other	Kinase
MAST3	Other	Kinase
MAST4	Other	Kinase
MASTL	Other	Kinase
MAT2A	Tumor Suppressor	Other Tumor Suppressor
MATCAP1	Oncogene	Other Oncogene
MATK	Oncogene	Kinase
MAX	Oncogene or Tumor Suppressor	Epigenetic
MAZ	Other	Epigenetic
MBD1	Other	Epigenetic
MBD2	Oncogene	Epigenetic
MBD3	Other	Epigenetic
MBD4	Tumor Suppressor	Epigenetic
MBD6	Other	Epigenetic
MBNL2	Other	RNA Binding Protein
MC2R	Oncogene	Other Oncogene
MCC	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MCF2	Oncogene	Other Oncogene
MCL1	Oncogene	Other Oncogene
MCM2	Oncogene	Other Oncogene
MCM5	Oncogene	Other Oncogene
MCM7	Oncogene	Other Oncogene
MCM9	Tumor Suppressor	Other Tumor Suppressor
MCPH1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MDC1	Tumor Suppressor	Epigenetic
MDK	Oncogene	Other Oncogene
MDM2	Oncogene	Other Oncogene
MDM4	Oncogene	Other Oncogene
MDS2	Oncogene	Other Oncogene
ME3	Oncogene	Other Oncogene
MECOM	Oncogene	Transcription Factor
MECP2	Other	Epigenetic
MED12	Oncogene	Other Oncogene
MEF2A	Other	Transcription Factor
MEF2B	Oncogene	Transcription Factor
MEF2C	Oncogene	Transcription Factor
MEF2D	Oncogene	Transcription Factor
MEG3	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MEIS1	Oncogene	Transcription Factor
MEIS2	Other	Transcription Factor
MEIS3	Other	Transcription Factor
MEIS3P1	Other	Transcription Factor
MELK	Other	Kinase
MEN1	Oncogene or Tumor Suppressor	Epigenetic
MEOX1	Other	Transcription Factor
MEOX2	Other	Transcription Factor
MER	Other	Kinase
MERTK	Oncogene	Kinase
MESP1	Other	Transcription Factor
MESP2	Other	Transcription Factor
MET	Oncogene	Kinase
METAP2	Oncogene	Other Oncogene
METTL21A	Oncogene	Other Oncogene
MFHAS1	Oncogene	Other Oncogene
MFSD2A	Tumor Suppressor	Other Tumor Suppressor
MGA	Other	Epigenetic
MIA	Tumor Suppressor	Other Tumor Suppressor
MIA2	Tumor Suppressor	Other Tumor Suppressor
MIB2	Oncogene	Other Oncogene
MID1	Oncogene	Other Oncogene
MIER1	Oncogene	Other Oncogene
MIF	Oncogene	Other Oncogene
MINDY3	Tumor Suppressor	Other Tumor Suppressor
MINK	Other	Kinase
MINK1	Other	Kinase
MIR1-1	Tumor Suppressor	Other Tumor Suppressor
MIR1-2	Tumor Suppressor	Other Tumor Suppressor
MIR100	Tumor Suppressor	Other Tumor Suppressor
MIR101-1	Tumor Suppressor	Other Tumor Suppressor
MIR101-2	Tumor Suppressor	Other Tumor Suppressor
MIR106A	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MIR107	Tumor Suppressor	Other Tumor Suppressor
MIR10A	Tumor Suppressor	Other Tumor Suppressor
MIR10B	Oncogene	Other Oncogene
MIR122	Tumor Suppressor	Other Tumor Suppressor
MIR1226	Tumor Suppressor	Other Tumor Suppressor
MIR124-1	Tumor Suppressor	Other Tumor Suppressor
MIR124-2	Tumor Suppressor	Other Tumor Suppressor
MIR124-3	Tumor Suppressor	Other Tumor Suppressor
MIR1247	Tumor Suppressor	Other Tumor Suppressor
MIR125A	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MIR125B1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MIR125B2	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MIR126	Tumor Suppressor	Other Tumor Suppressor
MIR127	Tumor Suppressor	Other Tumor Suppressor
MIR129-1	Tumor Suppressor	Other Tumor Suppressor
MIR129-2	Tumor Suppressor	Other Tumor Suppressor
MIR1291	Tumor Suppressor	Other Tumor Suppressor
MIR1297	Tumor Suppressor	Other Tumor Suppressor
MIR130A	Tumor Suppressor	Other Tumor Suppressor
MIR132	Tumor Suppressor	Other Tumor Suppressor
MIR133A1	Tumor Suppressor	Other Tumor Suppressor
MIR133A2	Tumor Suppressor	Other Tumor Suppressor
MIR134	Tumor Suppressor	Other Tumor Suppressor
MIR135A1	Tumor Suppressor	Other Tumor Suppressor
MIR135A2	Tumor Suppressor	Other Tumor Suppressor
MIR136	Tumor Suppressor	Other Tumor Suppressor
MIR137	Tumor Suppressor	Other Tumor Suppressor
MIR138-1	Tumor Suppressor	Other Tumor Suppressor
MIR138-2	Tumor Suppressor	Other Tumor Suppressor
MIR140	Tumor Suppressor	Other Tumor Suppressor
MIR141	Tumor Suppressor	Other Tumor Suppressor
MIR142	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MIR143	Tumor Suppressor	Other Tumor Suppressor
MIR145	Tumor Suppressor	Other Tumor Suppressor
MIR146A	Tumor Suppressor	Other Tumor Suppressor
MIR147A	Tumor Suppressor	Other Tumor Suppressor
MIR148A	Tumor Suppressor	Other Tumor Suppressor
MIR148B	Tumor Suppressor	Other Tumor Suppressor
MIR149	Tumor Suppressor	Other Tumor Suppressor
MIR150	Tumor Suppressor	Other Tumor Suppressor
MIR152	Tumor Suppressor	Other Tumor Suppressor
MIR155	Tumor Suppressor	Other Tumor Suppressor
MIR15A	Tumor Suppressor	Other Tumor Suppressor
MIR16-1	Tumor Suppressor	Other Tumor Suppressor
MIR16-2	Tumor Suppressor	Other Tumor Suppressor
MIR17	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MIR181A1	Tumor Suppressor	Other Tumor Suppressor
MIR181A2	Tumor Suppressor	Other Tumor Suppressor
MIR181B1	Tumor Suppressor	Other Tumor Suppressor
MIR181B2	Tumor Suppressor	Other Tumor Suppressor
MIR181C	Tumor Suppressor	Other Tumor Suppressor
MIR182	Tumor Suppressor	Other Tumor Suppressor
MIR183	Tumor Suppressor	Other Tumor Suppressor
MIR185	Tumor Suppressor	Other Tumor Suppressor
MIR186	Tumor Suppressor	Other Tumor Suppressor
MIR187	Tumor Suppressor	Other Tumor Suppressor
MIR18A	Tumor Suppressor	Other Tumor Suppressor
MIR18B	Tumor Suppressor	Other Tumor Suppressor
MIR192	Tumor Suppressor	Other Tumor Suppressor
MIR193A	Tumor Suppressor	Other Tumor Suppressor
MIR193B	Tumor Suppressor	Other Tumor Suppressor
MIR194-1	Tumor Suppressor	Other Tumor Suppressor
MIR194-2	Tumor Suppressor	Other Tumor Suppressor
MIR195	Tumor Suppressor	Other Tumor Suppressor
MIR196A2	Tumor Suppressor	Other Tumor Suppressor
MIR196B	Tumor Suppressor	Other Tumor Suppressor
MIR198	Tumor Suppressor	Other Tumor Suppressor
MIR199A1	Tumor Suppressor	Other Tumor Suppressor
MIR200A	Tumor Suppressor	Other Tumor Suppressor
MIR200B	Tumor Suppressor	Other Tumor Suppressor
MIR200C	Tumor Suppressor	Other Tumor Suppressor
MIR203A	Tumor Suppressor	Other Tumor Suppressor
MIR204	Tumor Suppressor	Other Tumor Suppressor
MIR205	Tumor Suppressor	Other Tumor Suppressor
MIR206	Tumor Suppressor	Other Tumor Suppressor
MIR20A	Tumor Suppressor	Other Tumor Suppressor
MIR21	Oncogene	Other Oncogene
MIR210	Tumor Suppressor	Other Tumor Suppressor
MIR211	Tumor Suppressor	Other Tumor Suppressor
MIR214	Tumor Suppressor	Other Tumor Suppressor
MIR215	Tumor Suppressor	Other Tumor Suppressor
MIR217	Tumor Suppressor	Other Tumor Suppressor
MIR218-1	Tumor Suppressor	Other Tumor Suppressor
MIR218-2	Tumor Suppressor	Other Tumor Suppressor
MIR219A1	Tumor Suppressor	Other Tumor Suppressor
MIR22	Tumor Suppressor	Other Tumor Suppressor
MIR221	Oncogene	Other Oncogene
MIR222	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MIR223	Tumor Suppressor	Other Tumor Suppressor
MIR23A	Tumor Suppressor	Other Tumor Suppressor
MIR23B	Tumor Suppressor	Other Tumor Suppressor
MIR24-1	Tumor Suppressor	Other Tumor Suppressor
MIR25	Tumor Suppressor	Other Tumor Suppressor
MIR26A1	Tumor Suppressor	Other Tumor Suppressor
MIR26A2	Tumor Suppressor	Other Tumor Suppressor
MIR26B	Tumor Suppressor	Other Tumor Suppressor
MIR27A	Tumor Suppressor	Other Tumor Suppressor
MIR27B	Tumor Suppressor	Other Tumor Suppressor
MIR28	Tumor Suppressor	Other Tumor Suppressor
MIR296	Tumor Suppressor	Other Tumor Suppressor
MIR29A	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MIR29B1	Tumor Suppressor	Other Tumor Suppressor
MIR29C	Tumor Suppressor	Other Tumor Suppressor
MIR302B	Tumor Suppressor	Other Tumor Suppressor
MIR30A	Tumor Suppressor	Other Tumor Suppressor
MIR30C1	Tumor Suppressor	Other Tumor Suppressor
MIR31	Tumor Suppressor	Other Tumor Suppressor
MIR320A	Tumor Suppressor	Other Tumor Suppressor
MIR326	Tumor Suppressor	Other Tumor Suppressor
MIR329-1	Tumor Suppressor	Other Tumor Suppressor
MIR335	Tumor Suppressor	Other Tumor Suppressor
MIR338	Tumor Suppressor	Other Tumor Suppressor
MIR33A	Tumor Suppressor	Other Tumor Suppressor
MIR340	Tumor Suppressor	Other Tumor Suppressor
MIR34A	Tumor Suppressor	Other Tumor Suppressor
MIR34B	Tumor Suppressor	Other Tumor Suppressor
MIR34C	Tumor Suppressor	Other Tumor Suppressor
MIR367	Tumor Suppressor	Other Tumor Suppressor
MIR370	Tumor Suppressor	Other Tumor Suppressor
MIR375	Tumor Suppressor	Other Tumor Suppressor
MIR378A	Tumor Suppressor	Other Tumor Suppressor
MIR383	Tumor Suppressor	Other Tumor Suppressor
MIR409	Tumor Suppressor	Other Tumor Suppressor
MIR410	Tumor Suppressor	Other Tumor Suppressor
MIR422A	Tumor Suppressor	Other Tumor Suppressor
MIR424	Tumor Suppressor	Other Tumor Suppressor
MIR449A	Tumor Suppressor	Other Tumor Suppressor
MIR449B	Tumor Suppressor	Other Tumor Suppressor
MIR451A	Tumor Suppressor	Other Tumor Suppressor
MIR483	Tumor Suppressor	Other Tumor Suppressor
MIR486-1	Tumor Suppressor	Other Tumor Suppressor
MIR487B	Tumor Suppressor	Other Tumor Suppressor
MIR490	Tumor Suppressor	Other Tumor Suppressor
MIR493	Tumor Suppressor	Other Tumor Suppressor
MIR494	Tumor Suppressor	Other Tumor Suppressor
MIR495	Tumor Suppressor	Other Tumor Suppressor
MIR497	Tumor Suppressor	Other Tumor Suppressor
MIR502	Tumor Suppressor	Other Tumor Suppressor
MIR503	Tumor Suppressor	Other Tumor Suppressor
MIR504	Tumor Suppressor	Other Tumor Suppressor
MIR505	Tumor Suppressor	Other Tumor Suppressor
MIR508	Tumor Suppressor	Other Tumor Suppressor
MIR509-3	Tumor Suppressor	Other Tumor Suppressor
MIR511	Tumor Suppressor	Other Tumor Suppressor
MIR517A	Tumor Suppressor	Other Tumor Suppressor
MIR519D	Tumor Suppressor	Other Tumor Suppressor
MIR520B	Tumor Suppressor	Other Tumor Suppressor
MIR520C	Tumor Suppressor	Other Tumor Suppressor
MIR551A	Tumor Suppressor	Other Tumor Suppressor
MIR574	Tumor Suppressor	Other Tumor Suppressor
MIR615	Tumor Suppressor	Other Tumor Suppressor
MIR636	Tumor Suppressor	Other Tumor Suppressor
MIR7-1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MIR7-2	Tumor Suppressor	Other Tumor Suppressor
MIR7-3	Tumor Suppressor	Other Tumor Suppressor
MIR708	Tumor Suppressor	Other Tumor Suppressor
MIR874	Tumor Suppressor	Other Tumor Suppressor
MIR888	Tumor Suppressor	Other Tumor Suppressor
MIR9-1	Tumor Suppressor	Other Tumor Suppressor
MIR9-2	Tumor Suppressor	Other Tumor Suppressor
MIR9-3	Tumor Suppressor	Other Tumor Suppressor
MIR941-1	Tumor Suppressor	Other Tumor Suppressor
MIR98	Tumor Suppressor	Other Tumor Suppressor
MIR99A	Tumor Suppressor	Other Tumor Suppressor
MIRLET7A1	Tumor Suppressor	Other Tumor Suppressor
MIRLET7A2	Tumor Suppressor	Other Tumor Suppressor
MIRLET7A3	Tumor Suppressor	Other Tumor Suppressor
MIRLET7B	Tumor Suppressor	Other Tumor Suppressor
MIRLET7C	Tumor Suppressor	Other Tumor Suppressor
MIRLET7D	Tumor Suppressor	Other Tumor Suppressor
MIRLET7E	Tumor Suppressor	Other Tumor Suppressor
MIRLET7F1	Tumor Suppressor	Other Tumor Suppressor
MIRLET7F2	Tumor Suppressor	Other Tumor Suppressor
MIRLET7G	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MIRLET7I	Tumor Suppressor	Other Tumor Suppressor
MISR2	Other	Kinase
MITF	Oncogene	Transcription Factor
MIXL1	Oncogene	Transcription Factor
MKL1	Oncogene	Other Oncogene
MKNK1	Other	Kinase
MKNK2	Other	Kinase
MKNK2	Other	Kinase
MKRN3	Oncogene	RNA Binding Protein
MKX	Other	Transcription Factor
MLF1	Oncogene	Other Oncogene
MLH1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MLH3	Tumor Suppressor	Other Tumor Suppressor
MLK1	Other	Kinase
MLK2	Other	Kinase
MLK3	Other	Kinase
MLK4	Other	Kinase
MLKL	Other	Kinase
MLLT1	Oncogene	Epigenetic
MLLT10	Oncogene	Epigenetic
MLLT11	Oncogene	Other Oncogene
MLLT3	Oncogene	Other Oncogene
MLLT6	Oncogene	Epigenetic
MLX	Other	Transcription Factor
MLXIP	Other	Transcription Factor
MLXIPL	Other	Transcription Factor
MME	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MMP11	Oncogene	Other Oncogene
MMP14	Oncogene	Other Oncogene
MMP2	Oncogene	Other Oncogene
MMP9	Oncogene	Other Oncogene
MN1	Oncogene	Other Oncogene
MNAT1	Oncogene	Other Oncogene
MNK1	Other	Kinase
MNK1ps	Other	Kinase
MNK2	Other	Kinase
MNT	Tumor Suppressor	Transcription Factor
MNX1	Oncogene	Transcription Factor
MOB1A	Tumor Suppressor	Other Tumor Suppressor
MOB1B	Tumor Suppressor	Other Tumor Suppressor
MOK	Other	Kinase
MOS	Oncogene	Kinase
MPL	Oncogene	Other Oncogene
MPP1	Oncogene	Other Oncogene
MPPE1	Oncogene	Other Oncogene
MPSK1	Other	Kinase
MPSK1ps	Other	Kinase
MRC1	Oncogene	Other Oncogene
MRCKa	Other	Kinase
MRCKb	Other	Kinase
MRCKps	Other	Kinase
MRE11	Oncogene	Other Oncogene
MRTFA	Oncogene	Other Oncogene
MRVI1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MSANTD1	Other	Transcription Factor
MSANTD3	Other	Transcription Factor
MSANTD4	Other	Transcription Factor
MSC	Other	Transcription Factor
MSGN1	Other	Transcription Factor
MSH2	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MSH3	Oncogene	Other Oncogene
MSH6	Oncogene	Epigenetic
MSI2	Oncogene	RNA Binding Protein
MSK1	Other	Kinase
MSK2	Other	Kinase
MSMB	Tumor Suppressor	Other Tumor Suppressor
MSN	Oncogene	Other Oncogene
MSSK1	Other	Kinase
MST1	Oncogene or Tumor Suppressor	Kinase
MST1R	Other	Kinase
MST1R	Oncogene or Tumor Suppressor	Kinase
MST2	Other	Kinase
MST3	Other	Kinase
MST3ps	Other	Kinase
MST4	Other	Kinase
MSX1	Other	Transcription Factor
MSX2	Other	Transcription Factor
MT1DP	Tumor Suppressor	Other Tumor Suppressor
MT1F	Tumor Suppressor	Other Tumor Suppressor
MT1G	Tumor Suppressor	Other Tumor Suppressor
MT1M	Tumor Suppressor	Other Tumor Suppressor
MT2A	Tumor Suppressor	Other Tumor Suppressor
MTA1	Oncogene	Epigenetic
MTA3	Oncogene	Epigenetic
MTAP	Tumor Suppressor	Other Tumor Suppressor
MTCP1	Oncogene	Other Oncogene
MTERF1	Other	Transcription Factor
MTERF2	Other	Transcription Factor
MTERF3	Other	Transcription Factor
MTERF4	Other	Transcription Factor
MTF1	Other	Transcription Factor
MTF2	Other	Epigenetic
MTHFR	Oncogene	Other Oncogene
MTMR3	Oncogene	Other Oncogene
MTOR	Other	Kinase
MTOR	Oncogene	Kinase
MTSS1	Tumor Suppressor	Other Tumor Suppressor
MTUS1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MUC1	Oncogene	Other Oncogene
MUC13	Oncogene	Other Oncogene
MUC16	Oncogene	Other Oncogene
MUC17	Oncogene	Other Oncogene
MUC2	Oncogene	Other Oncogene
MUC4	Oncogene	Other Oncogene
MUC5AC	Oncogene	Other Oncogene
MUC6	Oncogene	Other Oncogene
MUS81	Tumor Suppressor	Other Tumor Suppressor
MUSK	Other	Kinase
MUTYH	Oncogene	Other Oncogene
MVD	Other	Kinase
MVK	Other	Kinase
MVP	Oncogene	Other Oncogene
MXD1	Oncogene	Transcription Factor
MXD3	Other	Transcription Factor
MXD4	Other	Transcription Factor
MXI1	Oncogene or Tumor Suppressor	Transcription Factor
MYB	Oncogene	Transcription Factor
MYBBP1A	Oncogene or Tumor Suppressor	Epigenetic
MYBL1	Oncogene	Transcription Factor
MYBL2	Oncogene	Transcription Factor
MYC	Oncogene	Transcription Factor
MYCL	Oncogene	Transcription Factor
MYCLP1	Oncogene	Other Oncogene
MYCN	Oncogene	Transcription Factor
MYD88	Oncogene	Other Oncogene
MYEOV	Oncogene	Other Oncogene
MYF5	Other	Transcription Factor
MYF6	Other	Transcription Factor
MYH1	Oncogene	Other Oncogene
MYH11	Oncogene	Other Oncogene
MYH9	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
MYLK	Other	Kinase
MYLK2	Other	Kinase
MYLK3	Other	Kinase
MYLK4	Other	Kinase
MYNN	Other	Transcription Factor
MYO18B	Tumor Suppressor	Other Tumor Suppressor
MYO1A	Tumor Suppressor	Other Tumor Suppressor
MYO3A	Other	Kinase
MYO3B	Other	Kinase
MYOD1	Oncogene	Transcription Factor
MYOG	Other	Transcription Factor
MYPOP	Other	Transcription Factor
MYRF	Other	Transcription Factor
MYRFL	Other	Transcription Factor
MYSM1	Other	Epigenetic
MYT1	Other	Kinase
MYT1L	Other	Transcription Factor
MZB1	Tumor Suppressor	Other Tumor Suppressor
MZF1	Other	Transcription Factor
N4BP3	Oncogene	Other Oncogene
NAA10	Oncogene	Other Oncogene
NAB2	Oncogene	Other Oncogene
NACA	Oncogene	Other Oncogene
NACC2	Other	Transcription Factor
NADK	Other	Kinase
NADK2	Other	Kinase
NAIF1	Other	Transcription Factor
NANOG	Other	Transcription Factor
NANOGNB	Other	Transcription Factor
NANOGP8	Other	Transcription Factor
NAPA	Oncogene	Other Oncogene
NAPEPLD	Tumor Suppressor	Other Tumor Suppressor
NAT1	Oncogene	Other Oncogene
NAT2	Oncogene	Other Oncogene
NAV1	Oncogene	Other Oncogene
NAXD	Other	Kinase
NBEAP1	Oncogene	Other Oncogene
NBL1	Oncogene	Other Oncogene
NBN	Oncogene or Tumor Suppressor	Epigenetic
NBR1	Oncogene	Other Oncogene
NCAPD2	Oncogene	Other Oncogene
NCK1	Oncogene	Other Oncogene
NCKIPSD	Oncogene	Other Oncogene
NCOA1	Oncogene	Epigenetic
NCOA2	Oncogene	Epigenetic
NCOA3	Oncogene	Epigenetic
NCOA4	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NCOA5	Tumor Suppressor	Other Tumor Suppressor
NCOA6	Oncogene	Epigenetic
NCOR1	Oncogene	Epigenetic
NCOR2	Oncogene	Epigenetic
NDN	Tumor Suppressor	Other Tumor Suppressor
NDR1	Other	Kinase
NDR2	Other	Kinase
NDRG1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NDRG2	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NDRG4	Tumor Suppressor	Other Tumor Suppressor
NDST4	Tumor Suppressor	Other Tumor Suppressor
NECTIN4	Oncogene	Other Oncogene
NEDD4	Tumor Suppressor	Other Tumor Suppressor
NEDD4L	Tumor Suppressor	Other Tumor Suppressor
NEIL1	Oncogene	Other Oncogene
NEK1	Other	Kinase
NEK10	Other	Kinase
NEK11	Other	Kinase
NEK2	Other	Kinase
NEK2ps1	Other	Kinase
NEK2ps2	Other	Kinase
NEK2ps3	Other	Kinase
NEK3	Other	Kinase
NEK4	Other	Kinase
NEK4ps	Other	Kinase
NEK5	Other	Kinase
NEK6	Other	Kinase
NEK7	Other	Kinase
NEK8	Other	Kinase
NEK9	Other	Kinase
NELFCD	Oncogene	Other Oncogene
NET1	Oncogene	Other Oncogene
NEU3	Oncogene	Other Oncogene
NEURL1	Tumor Suppressor	Other Tumor Suppressor
NEURL3	Oncogene	Other Oncogene
NEUROD1	Other	Transcription Factor
NEUROD2	Other	Transcription Factor
NEUROD4	Other	Transcription Factor
NEUROD6	Other	Transcription Factor
NEUROG1	Other	Transcription Factor
NEUROG2	Other	Transcription Factor
NEUROG3	Other	Transcription Factor
NF1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NF2	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NFAT5	Oncogene	Transcription Factor
NFATC1	Oncogene	Transcription Factor
NFATC2	Oncogene or Tumor Suppressor	Transcription Factor
NFATC3	Oncogene	Transcription Factor
NFATC4	Other	Transcription Factor
NFE2	Other	Transcription Factor
NFE2L1	Other	Transcription Factor
NFE2L2	Oncogene	Transcription Factor
NFE2L3	Other	Transcription Factor
NFE4	Other	Transcription Factor
NFIA	Other	Transcription Factor
NFIB	Oncogene	Transcription Factor
NFIC	Oncogene	Transcription Factor
NFIL3	Other	Transcription Factor
NFIX	Oncogene	Transcription Factor
NFKB1	Oncogene or Tumor Suppressor	Transcription Factor
NFKB2	Oncogene	Transcription Factor
NFKBIA	Oncogene	Other Oncogene
NFKBIE	Oncogene	Other Oncogene
NFX1	Other	Transcription Factor
NFXL1	Other	Transcription Factor
NFYA	Other	Transcription Factor
NFYB	Other	Epigenetic
NFYC	Other	Epigenetic
NGFR	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NHERF1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NHLH1	Other	Transcription Factor
NHLH2	Other	Transcription Factor
NIK	Other	Kinase
NIM1	Other	Kinase
NIM1K	Other	Kinase
NIN	Oncogene	Other Oncogene
NINJ1	Tumor Suppressor	Other Tumor Suppressor
NIPBL	Oncogene	Epigenetic
NIT2	Tumor Suppressor	Other Tumor Suppressor
NKAIN2	Oncogene	Other Oncogene
NKRF	Other	Transcription Factor
NKX1-1	Other	Transcription Factor
NKX1-2	Other	Transcription Factor
NKX2-1	Oncogene	Transcription Factor
NKX2-2	Oncogene	Transcription Factor
NKX2-3	Other	Transcription Factor
NKX2-4	Other	Transcription Factor
NKX2-5	Oncogene	Transcription Factor
NKX2-6	Other	Transcription Factor
NKX2-8	Tumor Suppressor	Transcription Factor
NKX3-1	Oncogene or Tumor Suppressor	Transcription Factor
NKX3-2	Other	Transcription Factor
NKX6-1	Other	Transcription Factor
NKX6-2	Other	Transcription Factor
NKX6-3	Other	Transcription Factor
NLE1	Oncogene	Other Oncogene
NLK	Other	Kinase
NLRC4	Oncogene	Other Oncogene
NLRP2	Oncogene	Other Oncogene
NLRP8	Oncogene	Other Oncogene
NME1	Tumor Suppressor	Other Tumor Suppressor
NME2	Other	Transcription Factor
NME3	Oncogene	Other Oncogene
NMT1	Oncogene	Other Oncogene
NNAT	Tumor Suppressor	Other Tumor Suppressor
NNMT	Oncogene	Other Oncogene
NOBOX	Other	Transcription Factor
NOD1	Oncogene	Other Oncogene
NOL3	Oncogene	Other Oncogene
NOL7	Tumor Suppressor	Other Tumor Suppressor
NONO	Oncogene	RNA Binding Protein
NOP53	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NOTCH1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NOTCH2	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NOTCH3	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NOTCH4	Oncogene	Other Oncogene
NOTO	Other	Transcription Factor
NOV	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NPAP1	Oncogene	Other Oncogene
NPAS1	Other	Transcription Factor
NPAS2	Tumor Suppressor	Epigenetic
NPAS3	Other	Transcription Factor
NPAS4	Other	Transcription Factor
NPM1	Oncogene or Tumor Suppressor	Epigenetic
NPR1	Other	Kinase
NPR2	Other	Kinase
NPRL2	Tumor Suppressor	Other Tumor Suppressor
NPY	Oncogene	Other Oncogene
NPY1R	Oncogene	Other Oncogene
NQO1	Oncogene	Other Oncogene
NR0B1	Other	Transcription Factor
NR0B2	Tumor Suppressor	Other Tumor Suppressor
NR1D1	Other	Transcription Factor
NR1D2	Other	Transcription Factor
NR1H2	Other	Transcription Factor
NR1H3	Other	Transcription Factor
NR1H4	Other	Transcription Factor
NR1I2	Tumor Suppressor	Transcription Factor
NR1I3	Other	Transcription Factor
NR2C1	Other	Transcription Factor
NR2C2	Tumor Suppressor	Transcription Factor
NR2E1	Other	Transcription Factor
NR2E3	Other	Transcription Factor
NR2F1	Oncogene	Transcription Factor
NR2F2	Other	Transcription Factor
NR2F6	Oncogene	Transcription Factor
NR3C1	Other	Transcription Factor
NR3C2	Oncogene	Transcription Factor
NR4A1	Tumor Suppressor	Transcription Factor
NR4A2	Other	Transcription Factor
NR4A3	Oncogene or Tumor Suppressor	Transcription Factor
NR5A1	Other	Transcription Factor
NR5A2	Other	Transcription Factor
NR6A1	Other	Transcription Factor
NRAS	Oncogene	Other Oncogene
NRBP1	Tumor Suppressor	Kinase
NRBP2	Other	Kinase
NRCAM	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
NRF1	Oncogene or Tumor Suppressor	Transcription Factor
NRIP1	Oncogene	Other Oncogene
NRK	Other	Kinase
NRL	Other	Transcription Factor
NRSN2	Tumor Suppressor	Other Tumor Suppressor
NRXN2	Oncogene	Other Oncogene
